,state_id,area_type,education_level,age_group,number_of_women,number_of_married_women,male_children,female_children,fertility_rate
12206,31,Urban,Literate,75-79,78,78,216,186,5.15
12207,31,Urban,Literate,80+,67,64,134,134,4.0
12208,31,Urban,Literate but below primary,All Ages,3866,2217,4463,4155,2.23
12209,31,Urban,Literate but below primary,Less than 15,1500,5,0,0,0.0
12210,31,Urban,Literate but below primary,15-19,33,3,1,1,0.06
12211,31,Urban,Literate but below primary,20-24,49,25,14,15,0.59
12212,31,Urban,Literate but below primary,25-29,98,71,58,62,1.22
12213,31,Urban,Literate but below primary,30-34,187,160,193,193,2.06
12214,31,Urban,Literate but below primary,35-39,310,297,465,397,2.78
12215,31,Urban,Literate but below primary,40-44,313,298,569,551,3.58
12216,31,Urban,Literate but below primary,45-49,347,339,720,662,3.98
12217,31,Urban,Literate but below primary,50-54,329,325,696,648,4.09
12218,31,Urban,Literate but below primary,55-59,349,347,871,791,4.76
12219,31,Urban,Literate but below primary,60-64,212,211,524,508,4.87
12220,31,Urban,Literate but below primary,65-69,87,86,232,219,5.18
12221,31,Urban,Literate but below primary,70-74,27,27,57,65,4.52
12222,31,Urban,Literate but below primary,75-79,17,17,52,32,4.94
12223,31,Urban,Literate but below primary,80+,7,6,11,11,3.14
12224,31,Urban,Primary but below middle,All Ages,4780,2873,4269,4221,1.78
12225,31,Urban,Primary but below middle,Less than 15,1552,27,4,2,0.0
12226,31,Urban,Primary but below middle,15-19,179,24,6,12,0.1
12227,31,Urban,Primary but below middle,20-24,208,117,52,60,0.54
12228,31,Urban,Primary but below middle,25-29,371,314,259,260,1.4
12229,31,Urban,Primary but below middle,30-34,499,467,476,491,1.94
12230,31,Urban,Primary but below middle,35-39,612,593,831,835,2.72
12231,31,Urban,Primary but below middle,40-44,483,473,775,822,3.31
12232,31,Urban,Primary but below middle,45-49,366,359,745,660,3.84
12233,31,Urban,Primary but below middle,50-54,239,237,491,478,4.05
12234,31,Urban,Primary but below middle,55-59,166,164,391,390,4.7
12235,31,Urban,Primary but below middle,60-64,69,68,182,150,4.81
12236,31,Urban,Primary but below middle,65-69,15,13,21,30,3.4
12237,31,Urban,Primary but below middle,70-74,6,6,24,17,6.83
12238,31,Urban,Primary but below middle,75-79,3,3,3,4,2.33
12239,31,Urban,Primary but below middle,80+,7,6,8,9,2.43
12240,31,Urban,Middle but below matric or secondary,All Ages,4189,2844,2918,2767,1.36
12241,31,Urban,Middle but below matric or secondary,Less than 15,277,8,3,2,0.02
12242,31,Urban,Middle but below matric or secondary,15-19,745,51,6,7,0.02
12243,31,Urban,Middle but below matric or secondary,20-24,470,276,108,106,0.46
12244,31,Urban,Middle but below matric or secondary,25-29,726,622,402,368,1.06
12245,31,Urban,Middle but below matric or secondary,30-34,656,608,549,543,1.66
12246,31,Urban,Middle but below matric or secondary,35-39,474,459,554,538,2.3
12247,31,Urban,Middle but below matric or secondary,40-44,391,379,557,531,2.78
12248,31,Urban,Middle but below matric or secondary,45-49,255,250,376,346,2.83
12249,31,Urban,Middle but below matric or secondary,50-54,106,106,186,178,3.43
12250,31,Urban,Middle but below matric or secondary,55-59,68,67,141,120,3.84
12251,31,Urban,Middle but below matric or secondary,60-64,13,13,33,23,4.31
12252,31,Urban,Middle but below matric or secondary,65-69,4,3,1,2,0.75
12253,31,Urban,Middle but below matric or secondary,70-74,1,0,0,0,0.0
12254,31,Urban,Middle but below matric or secondary,75-79,0,0,0,0,
12255,31,Urban,Middle but below matric or secondary,80+,2,2,2,3,2.5
12256,31,Urban,Matric or secondary but below graduate,All Ages,4505,2530,2168,1950,0.91
12257,31,Urban,Matric or secondary but below graduate,Less than 15,0,0,0,0,
12258,31,Urban,Matric or secondary but below graduate,15-19,1184,95,6,8,0.01
12259,31,Urban,Matric or secondary but below graduate,20-24,1081,416,99,118,0.2
12260,31,Urban,Matric or secondary but below graduate,25-29,611,475,252,207,0.75
12261,31,Urban,Matric or secondary but below graduate,30-34,449,404,341,263,1.35
12262,31,Urban,Matric or secondary but below graduate,35-39,471,449,512,463,2.07
12263,31,Urban,Matric or secondary but below graduate,40-44,261,256,324,335,2.52
12264,31,Urban,Matric or secondary but below graduate,45-49,225,222,313,293,2.69
12265,31,Urban,Matric or secondary but below graduate,50-54,109,109,146,134,2.57
12266,31,Urban,Matric or secondary but below graduate,55-59,81,79,136,97,2.88
12267,31,Urban,Matric or secondary but below graduate,60-64,18,18,24,26,2.78
12268,31,Urban,Matric or secondary but below graduate,65-69,3,1,5,2,2.33
12269,31,Urban,Matric or secondary but below graduate,70-74,3,1,0,0,0.0
12270,31,Urban,Matric or secondary but below graduate,75-79,1,1,8,2,10.0
12271,31,Urban,Matric or secondary but below graduate,80+,3,2,2,2,1.33
12272,31,Urban,Graduate and above,All Ages,745,489,282,197,0.64
12273,31,Urban,Graduate and above,Less than 15,0,0,0,0,
12274,31,Urban,Graduate and above,15-19,0,0,0,0,
12275,31,Urban,Graduate and above,20-24,243,85,11,3,0.06
12276,31,Urban,Graduate and above,25-29,266,186,73,53,0.47
12277,31,Urban,Graduate and above,30-34,119,107,78,47,1.05
12278,31,Urban,Graduate and above,35-39,53,51,57,39,1.81
12279,31,Urban,Graduate and above,40-44,29,27,22,29,1.76
12280,31,Urban,Graduate and above,45-49,7,7,8,5,1.86
12281,31,Urban,Graduate and above,50-54,14,14,23,10,2.36
12282,31,Urban,Graduate and above,55-59,9,9,9,10,2.11
12283,31,Urban,Graduate and above,60-64,0,0,0,0,
12284,31,Urban,Graduate and above,65-69,0,0,0,0,
12285,31,Urban,Graduate and above,70-74,1,0,0,0,0.0
12286,31,Urban,Graduate and above,75-79,0,0,0,0,
12287,31,Urban,Graduate and above,80+,1,1,1,1,2.0
12288,32,Total,Total,All Ages,17378649,11368550,13645086,12930426,1.53
12289,32,Total,Total,Less than 15,3841333,23183,5028,5147,0.0
12290,32,Total,Total,15-19,1282253,162983,28192,27530,0.04
12291,32,Total,Total,20-24,1366983,798524,332021,322634,0.48
12292,32,Total,Total,25-29,1400114,1233276,890198,858262,1.25
12293,32,Total,Total,30-34,1327284,1261059,1210819,1161496,1.79
12294,32,Total,Total,35-39,1417854,1368664,1452387,1380226,2.0
12295,32,Total,Total,40-44,1295074,1255521,1403838,1322126,2.1
12296,32,Total,Total,45-49,1242932,1205698,1436620,1342643,2.24
12297,32,Total,Total,50-54,996954,964342,1266732,1177923,2.45
12298,32,Total,Total,55-59,880881,852599,1236322,1156012,2.72
12299,32,Total,Total,60-64,729535,704477,1159574,1094751,3.09
12300,32,Total,Total,65-69,542902,525380,998243,948581,3.59
12301,32,Total,Total,70-74,406810,393092,819948,782020,3.94
12302,32,Total,Total,75-79,293050,283334,635375,609755,4.25
12303,32,Total,Total,80+,337501,326703,760625,732531,4.42
12304,32,Total,Illiterate,All Ages,2947728,1098435,2047775,1945476,1.35
12305,32,Total,Illiterate,Less than 15,1765401,607,284,279,0.0
12306,32,Total,Illiterate,15-19,10597,2076,1102,1072,0.21
12307,32,Total,Illiterate,20-24,15103,7989,4535,4338,0.59
12308,32,Total,Illiterate,25-29,21234,15181,13758,12945,1.26
12309,32,Total,Illiterate,30-34,27128,21077,22953,21504,1.64
12310,32,Total,Illiterate,35-39,49718,43186,51846,47694,2.0
12311,32,Total,Illiterate,40-44,66397,59752,74920,69485,2.17
12312,32,Total,Illiterate,45-49,101213,94220,129509,120468,2.47
12313,32,Total,Illiterate,50-54,106360,99847,156837,146171,2.85
12314,32,Total,Illiterate,55-59,128975,122831,216568,203712,3.26
12315,32,Total,Illiterate,60-64,147069,141036,273926,259920,3.63
12316,32,Total,Illiterate,65-69,149897,145023,309400,295503,4.04
12317,32,Total,Illiterate,70-74,126636,122611,274072,262698,4.24
12318,32,Total,Illiterate,75-79,99108,96241,223287,214663,4.42
12319,32,Total,Illiterate,80+,129249,125696,293375,283668,4.46
12320,32,Total,Literate,All Ages,14430921,10270115,11597311,10984950,1.56
12321,32,Total,Literate,Less than 15,2075932,22576,4744,4868,0.0
12322,32,Total,Literate,15-19,1271656,160907,27090,26458,0.04
12323,32,Total,Literate,20-24,1351880,790535,327486,318296,0.48
12324,32,Total,Literate,25-29,1378880,1218095,876440,845317,1.25
12325,32,Total,Literate,30-34,1300156,1239982,1187866,1139992,1.79
12326,32,Total,Literate,35-39,1368136,1325478,1400541,1332532,2.0
12327,32,Total,Literate,40-44,1228677,1195769,1328918,1252641,2.1
12328,32,Total,Literate,45-49,1141719,1111478,1307111,1222175,2.22
12329,32,Total,Literate,50-54,890594,864495,1109895,1031752,2.4
12330,32,Total,Literate,55-59,751906,729768,1019754,952300,2.62
12331,32,Total,Literate,60-64,582466,563441,885648,834831,2.95
12332,32,Total,Literate,65-69,393005,380357,688843,653078,3.41
12333,32,Total,Literate,70-74,280174,270481,545876,519322,3.8
12334,32,Total,Literate,75-79,193942,187093,412088,395092,4.16
12335,32,Total,Literate,80+,208252,201007,467250,448863,4.4
12336,32,Total,Literate but below primary,All Ages,2324577,1281788,2217583,2096520,1.86
12337,32,Total,Literate but below primary,Less than 15,924138,3298,408,422,0.0
12338,32,Total,Literate but below primary,15-19,81004,8616,1922,1897,0.05
12339,32,Total,Literate but below primary,20-24,19638,14025,7899,7727,0.8
12340,32,Total,Literate but below primary,25-29,20060,17155,15848,15170,1.55
12341,32,Total,Literate but below primary,30-34,29469,26722,29909,28565,1.98
12342,32,Total,Literate but below primary,35-39,65646,62101,76438,72636,2.27
12343,32,Total,Literate but below primary,40-44,107493,103500,138785,129356,2.49
12344,32,Total,Literate but below primary,45-49,167515,162523,232220,216171,2.68
12345,32,Total,Literate but below primary,50-54,168027,162536,253528,235655,2.91
12346,32,Total,Literate but below primary,55-59,166677,161685,270550,252940,3.14
12347,32,Total,Literate but below primary,60-64,150817,146417,266858,251938,3.44
12348,32,Total,Literate but below primary,65-69,126323,123266,249056,238211,3.86
12349,32,Total,Literate but below primary,70-74,104188,101673,223016,212938,4.18
12350,32,Total,Literate but below primary,75-79,85555,83515,196190,187801,4.49
12351,32,Total,Literate but below primary,80+,106171,103795,253583,243794,4.68
12352,32,Total,Primary but below middle,All Ages,2543414,1668518,2441776,2300238,1.86
12353,32,Total,Primary but below middle,Less than 15,791957,10737,1332,1423,0.0
12354,32,Total,Primary but below middle,15-19,24408,4027,1891,1809,0.15
12355,32,Total,Primary but below middle,20-24,34585,22683,13951,13343,0.79
12356,32,Total,Primary but below middle,25-29,70052,60970,56255,54047,1.57
12357,32,Total,Primary but below middle,30-34,114009,106382,121503,116033,2.08
12358,32,Total,Primary but below middle,35-39,196551,189163,234016,220797,2.31
12359,32,Total,Primary but below middle,40-44,215024,208521,265723,247055,2.38
12360,32,Total,Primary but below middle,45-49,248766,241973,314736,292629,2.44
12361,32,Total,Primary but below middle,50-54,214268,208018,290764,270219,2.62
12362,32,Total,Primary but below middle,55-59,185412,180271,273571,256750,2.86
12363,32,Total,Primary but below middle,60-64,154651,150054,257975,244310,3.25
12364,32,Total,Primary but below middle,65-69,109702,106942,209080,197917,3.71
12365,32,Total,Primary but below middle,70-74,78097,76151,162978,155089,4.07
12366,32,Total,Primary but below middle,75-79,51841,50535,115769,111200,4.38
12367,32,Total,Primary but below middle,80+,52318,50986,120789,116263,4.53
12368,32,Total,Middle but below matric or secondary,All Ages,2469026,1804385,2012457,1902108,1.59
12369,32,Total,Middle but below matric or secondary,Less than 15,334075,7895,2759,2780,0.02
12370,32,Total,Middle but below matric or secondary,15-19,256502,21755,4466,4388,0.03
12371,32,Total,Middle but below matric or secondary,20-24,143912,109219,61870,60234,0.85
12372,32,Total,Middle but below matric or secondary,25-29,267657,243437,210746,202404,1.54
12373,32,Total,Middle but below matric or secondary,30-34,279076,266541,285996,272960,2.0
12374,32,Total,Middle but below matric or secondary,35-39,288782,280332,317044,300468,2.14
12375,32,Total,Middle but below matric or secondary,40-44,248681,242603,277725,260684,2.17
12376,32,Total,Middle but below matric or secondary,45-49,202596,197828,228627,212728,2.18
12377,32,Total,Middle but below matric or secondary,50-54,152449,148517,182530,168762,2.3
12378,32,Total,Middle but below matric or secondary,55-59,119331,116105,152846,143150,2.48
12379,32,Total,Middle but below matric or secondary,60-64,78954,76686,113477,107749,2.8
12380,32,Total,Middle but below matric or secondary,65-69,43710,42428,72506,68605,3.23
12381,32,Total,Middle but below matric or secondary,70-74,26084,25284,48687,46200,3.64
12382,32,Total,Middle but below matric or secondary,75-79,13745,13268,27613,26473,3.93
12383,32,Total,Middle but below matric or secondary,80+,11856,11357,24463,23464,4.04
12384,32,Total,Matric or secondary but below graduate,All Ages,4950794,3727405,3357318,3189679,1.32
12385,32,Total,Matric or secondary but below graduate,Less than 15,0,0,0,0,
12386,32,Total,Matric or secondary but below graduate,15-19,886713,120394,17567,17062,0.04
12387,32,Total,Matric or secondary but below graduate,20-24,776668,462306,191885,186447,0.49
12388,32,Total,Matric or secondary but below graduate,25-29,624649,567054,417923,402632,1.31
12389,32,Total,Matric or secondary but below graduate,30-34,587240,565253,532259,510820,1.78
12390,32,Total,Matric or secondary but below graduate,35-39,555478,540717,541605,516445,1.9
12391,32,Total,Matric or secondary but below graduate,40-44,458668,448211,460355,437161,1.96
12392,32,Total,Matric or secondary but below graduate,45-49,359749,350896,368574,346221,1.99
12393,32,Total,Matric or secondary but below graduate,50-54,237785,231140,255482,237496,2.07
12394,32,Total,Matric or secondary but below graduate,55-59,183250,177672,207861,192438,2.18
12395,32,Total,Matric or secondary but below graduate,60-64,126415,121416,152810,142695,2.34
12396,32,Total,Matric or secondary but below graduate,65-69,69254,65425,89720,84423,2.51
12397,32,Total,Matric or secondary but below graduate,70-74,42299,39205,59557,56742,2.75
12398,32,Total,Matric or secondary but below graduate,75-79,22716,20644,34409,33094,2.97
12399,32,Total,Matric or secondary but below graduate,80+,16600,14654,25540,24243,3.0
12400,32,Total,Graduate and above,All Ages,1399985,1134069,807335,775962,1.13
12401,32,Total,Graduate and above,Less than 15,0,0,0,0,
12402,32,Total,Graduate and above,15-19,0,0,0,0,
12403,32,Total,Graduate and above,20-24,319551,144284,36265,35475,0.22
12404,32,Total,Graduate and above,25-29,322153,263489,130113,127023,0.8
12405,32,Total,Graduate and above,30-34,215519,203549,152803,147707,1.39
12406,32,Total,Graduate and above,35-39,178626,172667,150527,144628,1.65
12407,32,Total,Graduate and above,40-44,120495,116685,105747,101679,1.72
12408,32,Total,Graduate and above,45-49,87835,85046,79458,76025,1.77
12409,32,Total,Graduate and above,50-54,57156,55145,53390,50743,1.82
12410,32,Total,Graduate and above,55-59,42895,41310,41491,39215,1.88
12411,32,Total,Graduate and above,60-64,27949,26608,28262,26085,1.94
12412,32,Total,Graduate and above,65-69,13294,12523,14257,13249,2.07
12413,32,Total,Graduate and above,70-74,6778,6220,7601,7038,2.16
12414,32,Total,Graduate and above,75-79,3591,3191,3990,3817,2.17
12415,32,Total,Graduate and above,80+,2901,2436,2914,2806,1.97
12416,32,Rural,Total,All Ages,9063081,5923425,7259213,6885188,1.56
12417,32,Rural,Total,Less than 15,2030099,12036,2593,2571,0.0
12418,32,Rural,Total,15-19,669609,91461,16598,16089,0.05
12419,32,Rural,Total,20-24,705778,414588,179298,174497,0.5
12420,32,Rural,Total,25-29,729997,639340,474233,454808,1.27
12421,32,Rural,Total,30-34,685286,649903,636934,609988,1.82
12422,32,Rural,Total,35-39,736288,711573,768716,731838,2.04
12423,32,Rural,Total,40-44,667921,649285,736750,693950,2.14
12424,32,Rural,Total,45-49,649445,632263,762613,712401,2.27
12425,32,Rural,Total,50-54,516245,501618,667673,622324,2.5
12426,32,Rural,Total,55-59,456523,443934,655283,614578,2.78
12427,32,Rural,Total,60-64,373570,362613,609742,577007,3.18
12428,32,Rural,Total,65-69,284728,276559,536070,510524,3.68
12429,32,Rural,Total,70-74,211313,205152,437994,418083,4.05
12430,32,Rural,Total,75-79,154915,150520,345900,332295,4.38
12431,32,Rural,Total,80+,182706,177834,424113,409667,4.56
12432,32,Rural,Illiterate,All Ages,1646191,670287,1235948,1175382,1.46
12433,32,Rural,Illiterate,Less than 15,929513,364,174,178,0.0
12434,32,Rural,Illiterate,15-19,6075,1285,659,666,0.22
12435,32,Rural,Illiterate,20-24,9363,5322,3056,2913,0.64
12436,32,Rural,Illiterate,25-29,13910,10417,9541,9058,1.34
